Model,Params,Data,Test F1,Train F1,Test Accuracy,Train Accuracy,Test Loss,Train Loss,Lambda1,Lambda2,Max Iter,Gamma,Batch Size,Plotting,Log,Polynomial,Data Split Y,Data Split X,Threshold
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_subset.npy,0.41684348,0.66050994,0.84800728,0.78722429,0.33848205,0.43563466,0.01,0.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_subset.npy,0.40423215,0.4982641,0.8954462,0.836312,0.26146829,0.35320973,0.01,0.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_subset.npy,0.42047085,0.57293547,0.87898562,0.81281031,0.28944544,0.39111283,0.01,0.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_subset.npy,0.37007712,0.78479864,0.76014263,0.78011314,0.48407956,0.46568029,0.01,0.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_subset.npy,0.41357577,0.66643462,0.84257503,0.78766568,0.35132091,0.43664208,0.01,0.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_subset.npy,0.41987294,0.57486181,0.87774375,0.81263027,0.29627715,0.39308679,0.01,0.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_subset.npy,0.41533829,0.66470771,0.84525306,0.78802844,0.34392483,0.43604637,0.01,0.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_subset.npy,0.40568101,0.50250737,0.89433384,0.83625116,0.26911878,0.35561334,0.01,0.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_subset.npy,0.4186333,0.57033326,0.87878753,0.81189649,0.29455649,0.39353472,0.01,0.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_subset.npy,0.36820288,0.78218931,0.75986454,0.7774847,0.48710796,0.46937787,0.01,0.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_subset.npy,0.41430579,0.6656535,0.84237313,0.78692336,0.35458459,0.43757592,0.01,0.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_subset.npy,0.41988215,0.58708452,0.86995345,0.81110542,0.31091751,0.39696402,0.01,0.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.01, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_subset.npy,0.41073366,0.67029819,0.83944748,0.78892094,0.35852877,0.43715925,0.01,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_subset.npy,0.38821372,0.46322293,0.90102702,0.83422692,0.26439481,0.35838648,0.0,5.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_subset.npy,0.41560668,0.55298328,0.8849512,0.8113195,0.29076343,0.3956085,0.0,5.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_subset.npy,0.36598216,0.7849507,0.75346468,0.77844603,0.48825418,0.46971297,0.0,5.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_subset.npy,0.41680732,0.65902665,0.84737492,0.78629161,0.34630339,0.4401571,0.0,5.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_subset.npy,0.41616011,0.55350916,0.88489025,0.81105363,0.29121152,0.3959988,0.0,5.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_subset.npy,0.417499,0.65596676,0.84934821,0.78557898,0.34434531,0.43991392,0.0,5.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_subset.npy,0.38524552,0.45948699,0.9014194,0.83439273,0.26335516,0.35838129,0.0,5.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_subset.npy,0.41370105,0.54749305,0.88541214,0.81002026,0.29112159,0.39642143,0.0,5.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_subset.npy,0.3681883,0.78427357,0.75698079,0.77878643,0.48847339,0.46849891,0.0,5.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_subset.npy,0.41523479,0.6585931,0.8462397,0.78555223,0.34940277,0.44037364,0.0,5.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_subset.npy,0.4135241,0.54775072,0.88552262,0.81027669,0.29135873,0.39677624,0.0,5.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_subset.npy,0.41437369,0.66007738,0.8444226,0.78521558,0.35157259,0.44062275,0.0,5.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_subset.npy,0.39085569,0.47550297,0.89786519,0.83453715,0.27455834,0.36267812,0.0,5.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_subset.npy,0.41309742,0.55225015,0.88360647,0.81026989,0.29591765,0.39798113,0.0,5.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_subset.npy,0.36784479,0.78180812,0.75780744,0.77658574,0.48910591,0.47232472,0.0,5.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_subset.npy,0.4132272,0.66071997,0.84404547,0.78570057,0.35971137,0.44319022,0.0,5.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_subset.npy,0.41224725,0.55071063,0.88405979,0.81042758,0.29787384,0.39891195,0.0,5.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_subset.npy,0.41347329,0.66145462,0.84382452,0.78606406,0.35720491,0.44263237,0.0,5.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_subset.npy,0.40013238,0.48266415,0.89927468,0.8359765,0.26001808,0.35452577,0.0,1.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_subset.npy,0.41975117,0.56447497,0.88238364,0.8125485,0.28648906,0.39177134,0.0,1.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_subset.npy,0.37001203,0.78465863,0.75977311,0.77957661,0.48000877,0.46619401,0.0,1.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_subset.npy,0.41534141,0.66212123,0.84649875,0.78769134,0.3409092,0.43657498,0.0,1.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_subset.npy,0.4194419,0.56333537,0.88255507,0.81228624,0.28672192,0.39231425,0.0,1.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_subset.npy,0.41758652,0.65973221,0.8486206,0.78705865,0.33913166,0.43630577,0.0,1.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_subset.npy,0.40050467,0.48879736,0.89756806,0.83625711,0.26124508,0.35446842,0.0,1.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_subset.npy,0.4205278,0.56854095,0.88057797,0.81253373,0.28863402,0.39173611,0.0,1.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_subset.npy,0.37079837,0.78592587,0.76061119,0.78143779,0.48410775,0.4648191,0.0,1.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_subset.npy,0.41429032,0.66609253,0.84176743,0.78714941,0.35182448,0.43729229,0.0,1.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_subset.npy,0.41807048,0.56667163,0.8797437,0.81156293,0.29015388,0.39294336,0.0,1.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_subset.npy,0.41621224,0.66342564,0.84580162,0.78748922,0.3460927,0.43755675,0.0,1.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_subset.npy,0.40151061,0.49338252,0.89514144,0.83530263,0.26935202,0.35758847,0.0,1.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_subset.npy,0.41895564,0.56722048,0.88028083,0.81183283,0.29262094,0.39377314,0.0,1.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_subset.npy,0.3686691,0.78428797,0.75902646,0.77964572,0.48810321,0.46805771,0.0,1.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_subset.npy,0.41340677,0.66608128,0.84130648,0.78684521,0.35646788,0.43940206,0.0,1.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_subset.npy,0.41967374,0.58046225,0.87350003,0.81190434,0.30504313,0.39566804,0.0,1.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 1.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_subset.npy,0.41251114,0.66637603,0.84097125,0.78699969,0.35789816,0.43901483,0.0,1.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_subset.npy,0.40332252,0.49185949,0.89733187,0.83621714,0.26049951,0.3537492,0.0,0.1,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_subset.npy,0.42033674,0.56710757,0.88152271,0.81271967,0.28605742,0.3910539,0.0,0.1,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_subset.npy,0.37002446,0.78487119,0.76034072,0.78000675,0.47952566,0.4655622,0.0,0.1,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_subset.npy,0.41632223,0.66230046,0.84679588,0.78769983,0.34013761,0.43552633,0.0,0.1,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_subset.npy,0.42014659,0.56773305,0.88109224,0.81257722,0.28682054,0.39153091,0.0,0.1,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_subset.npy,0.41715921,0.66041564,0.84819395,0.7872168,0.33849456,0.43567436,0.0,0.1,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_subset.npy,0.40246406,0.49326533,0.89645951,0.83616904,0.26075927,0.35362804,0.0,0.1,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_subset.npy,0.42004086,0.57486071,0.87793803,0.81264832,0.2939066,0.39244874,0.0,0.1,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_subset.npy,0.36958632,0.78466282,0.75975787,0.7799354,0.48616071,0.46640011,0.0,0.1,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_subset.npy,0.41504713,0.6646444,0.84427785,0.78757141,0.34877573,0.4367511,0.0,0.1,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_subset.npy,0.4181259,0.57371598,0.87814755,0.81273641,0.29294513,0.39173244,0.0,0.1,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_subset.npy,0.41571147,0.66384386,0.84534068,0.787642,0.34446707,0.43613683,0.0,0.1,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_subset.npy,0.40871196,0.50704002,0.89370148,0.83658915,0.26679597,0.3540712,0.0,0.1,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_subset.npy,0.41781536,0.56664545,0.88075701,0.81230051,0.28943414,0.39157272,0.0,0.1,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_subset.npy,0.36997624,0.78409167,0.76075214,0.77953009,0.48682716,0.46660831,0.0,0.1,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_subset.npy,0.40894251,0.67403522,0.83472378,0.78827436,0.36359068,0.43797463,0.0,0.1,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_subset.npy,0.41965521,0.57511715,0.87657044,0.81187635,0.30166568,0.39526019,0.0,0.1,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 0.1, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_subset.npy,0.41538778,0.66351357,0.84525306,0.78775531,0.34899363,0.43713748,0.0,0.1,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (4, 2)]",train_data_subset.npy,0.40266635,0.49134485,0.89751853,0.83640731,0.26025155,0.35346755,0.0,0.0,1000,0.05,1028,False,False,1,4,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 3)]",train_data_subset.npy,0.42053255,0.56763119,0.88146176,0.8127886,0.28604465,0.39099896,0.0,0.0,1000,0.05,1028,False,False,1,3,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (1, 2)]",train_data_subset.npy,0.37039044,0.78497121,0.76089308,0.780256,0.47905111,0.46555832,0.0,0.0,1000,0.05,1028,False,False,1,1,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 2)]",train_data_subset.npy,0.41591187,0.66162683,0.84659017,0.7871945,0.34034417,0.43527343,0.0,0.0,1000,0.05,1028,False,False,1,2,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (3, 2)]",train_data_subset.npy,0.41997353,0.56838603,0.8809132,0.81272311,0.2868179,0.3914805,0.0,0.0,1000,0.05,1028,False,False,1,3,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 1, (2, 3)]",train_data_subset.npy,0.41681495,0.66048662,0.84801109,0.78721703,0.33846114,0.43563306,0.0,0.0,1000,0.05,1028,False,False,1,2,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (4, 2)]",train_data_subset.npy,0.40423215,0.49825396,0.8954462,0.83631413,0.26144631,0.35320634,0.0,0.0,1000,0.05,1028,False,False,3,4,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 3)]",train_data_subset.npy,0.42045768,0.57290988,0.87898943,0.81280674,0.28942362,0.39111035,0.0,0.0,1000,0.05,1028,False,False,3,3,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (1, 2)]",train_data_subset.npy,0.37007712,0.78479864,0.76014263,0.78011314,0.48407906,0.46567974,0.0,0.0,1000,0.05,1028,False,False,3,1,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 2)]",train_data_subset.npy,0.41359924,0.66641953,0.84259026,0.78766566,0.35130527,0.43663999,0.0,0.0,1000,0.05,1028,False,False,3,2,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (3, 2)]",train_data_subset.npy,0.41990118,0.57486885,0.87774756,0.81263567,0.29625881,0.3930832,0.0,0.0,1000,0.05,1028,False,False,3,3,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 3, (2, 3)]",train_data_subset.npy,0.41528755,0.66471025,0.84525306,0.78803087,0.34390648,0.43604491,0.0,0.0,1000,0.05,1028,False,False,3,2,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (4, 2)]",train_data_subset.npy,0.40566377,0.50252963,0.89433765,0.83625761,0.26910053,0.35560815,0.0,0.0,1000,0.05,1028,False,False,5,4,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 3)]",train_data_subset.npy,0.41862609,0.57027061,0.87879515,0.81188021,0.29453742,0.39353124,0.0,0.0,1000,0.05,1028,False,False,5,3,3,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (1, 2)]",train_data_subset.npy,0.36820288,0.78219342,0.75986454,0.77749008,0.48710777,0.46937753,0.0,0.0,1000,0.05,1028,False,False,5,1,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 2)]",train_data_subset.npy,0.41431735,0.66566101,0.84238075,0.78693057,0.35457017,0.43757373,0.0,0.0,1000,0.05,1028,False,False,5,2,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (3, 2)]",train_data_subset.npy,0.41988215,0.58707898,0.86995345,0.81110814,0.31090169,0.39695985,0.0,0.0,1000,0.05,1028,False,False,5,3,2,
Logistic Regression with both regularization,"[0.0, 0.0, 1000, 0.05, 1028, False, False, 5, (2, 3)]",train_data_subset.npy,0.41076249,0.6703007,0.83946653,0.78892334,0.35851548,0.43715703,0.0,0.0,1000,0.05,1028,False,False,5,2,3,
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_data_curated.npy,0.3983943758257011,0.4792084544622277,0.899762291147631,0.8359634869318254,0.264585937006758,0.3561096083807586,1.0,5.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_data_curated.npy,0.4232049961357196,0.5626457440744643,0.8848407274500393,0.813270519121494,0.2908045863654283,0.3929779513021456,1.0,5.0,1000,0.05,1028,False,False,1,3,3,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (1, 2), 0.5]",train_data_curated.npy,0.3712146014592365,0.7870801319327964,0.7587902752698986,0.7811294568010855,0.483801501239731,0.4661954725007066,1.0,5.0,1000,0.05,1028,False,False,1,1,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 2), 0.5]",train_data_curated.npy,0.421216102846795,0.6647397736833285,0.8482129932268214,0.788796619456515,0.3460453690335662,0.4376545394831983,1.0,5.0,1000,0.05,1028,False,False,1,2,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (3, 2), 0.5]",train_data_curated.npy,0.4228535216938121,0.5635751243246089,0.8843721667314272,0.8131313026673878,0.2913719035551275,0.3934150259580349,1.0,5.0,1000,0.05,1028,False,False,1,3,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 1, (2, 3), 0.5]",train_data_curated.npy,0.422634242982907,0.6610527218108038,0.8508300762649235,0.7885006977087924,0.3435283251441547,0.4368486280576187,1.0,5.0,1000,0.05,1028,False,False,1,2,3,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (4, 2), 0.5]",train_data_curated.npy,0.3972703148077174,0.4751283429723277,0.9014574904954552,0.8364354812431821,0.2630280513232461,0.3558298384906382,1.0,5.0,1000,0.05,1028,False,False,3,4,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 3), 0.5]",train_data_curated.npy,0.4233405256826008,0.5625735966516776,0.8848292991398292,0.8131850205298138,0.2903149384854922,0.3928177173485085,1.0,5.0,1000,0.05,1028,False,False,3,3,3,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (1, 2), 0.5]",train_data_curated.npy,0.3718846232587213,0.7878457011243957,0.7596626362825992,0.7822500300041003,0.4841565246056961,0.4650904592428977,1.0,5.0,1000,0.05,1028,False,False,3,1,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 2), 0.5]",train_data_curated.npy,0.4237030775119977,0.6632075982229935,0.8507729347138732,0.7890540019298173,0.3471206834290981,0.4381395792617051,1.0,5.0,1000,0.05,1028,False,False,3,2,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (3, 2), 0.5]",train_data_curated.npy,0.4233435511499692,0.5660351475427267,0.8836064699473537,0.8133933751914887,0.2939128672226729,0.3936103828555095,1.0,5.0,1000,0.05,1028,False,False,3,3,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 3, (2, 3), 0.5]",train_data_curated.npy,0.4219368435884257,0.6656758856619004,0.8484987009820729,0.7895734298032059,0.3493355234755781,0.4366434062356758,1.0,5.0,1000,0.05,1028,False,False,3,2,3,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (4, 2), 0.5]",train_data_curated.npy,0.4009465760919561,0.4789391628147457,0.9004441803234974,0.836015095195903,0.2662987627835897,0.3567903474849125,1.0,5.0,1000,0.05,1028,False,False,5,4,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 3), 0.5]",train_data_curated.npy,0.4215486280685965,0.5583909768642662,0.886048318895568,0.8131782365041973,0.2911703154588261,0.3941102381611289,1.0,5.0,1000,0.05,1028,False,False,5,3,3,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (1, 2), 0.5]",train_data_curated.npy,0.3736231641242886,0.7869774354847586,0.7630720821619316,0.7825045448358825,0.4823890777058675,0.4666690924990231,1.0,5.0,1000,0.05,1028,False,False,5,1,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 2), 0.5]",train_data_curated.npy,0.4201575285854891,0.6709546743241876,0.843432150122283,0.7897189425363446,0.3561797670261321,0.437522351949299,1.0,5.0,1000,0.05,1028,False,False,5,2,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (3, 2), 0.5]",train_data_curated.npy,0.4215256357863076,0.5591468226429375,0.8853930957768584,0.8124834245895703,0.294511707940321,0.3958380046817111,1.0,5.0,1000,0.05,1028,False,False,5,3,2,0.5
Logistic Regression with both regularization,"[1.0, 5.0, 1000, 0.05, 1028, False, False, 5, (2, 3), 0.5]",train_data_curated.npy,0.422473940478955,0.6632619600869143,0.8509519782404974,0.7895296555157855,0.3493231329313919,0.4383804334009111,1.0,5.0,1000,0.05,1028,False,False,5,2,3,0.5
Logistic Regression with both regularization,"[1.0, 1.0, 1000, 0.05, 1028, False, False, 1, (4, 2), 0.5]",train_data_curated.npy,0.409327277565309,0.4961622307297308,0.8981623277182237,0.8372502663947397,0.2608638489830221,0.3519900633275165,1.0,1.0,1000,0.05,1028,False,False,1,4,2,0.5
Logistic Regression with both regularization,"[1.0, 1.0, 1000, 0.05, 1028, False, False, 1, (3, 3), 0.5]",train_data_curated.npy,0.4266727206019052,0.5738524246506747,0.882673157946866,0.8148508229804201,0.2865734427438971,0.3892834466090136,1.0,1.0,1000,0.05,1028,False,False,1,3,3,0.5
